artists_name,song_name,spotify_track_id,album_name,popularity,album_release_date,total_tracks,duration_min,BPM,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,time_signature_confidence,end_of_fade_in,start_of_fade_out,tempo_confidence,mode_confidence,key_confidence,beat_start,beat_duration,beat_confidence,beats_length,tatum_start,tatum_duration,tatum_confidence,tatum_length,bars_start,bars_duration,bars_confidence,bars_length
Linkin Park,Papercut,6XyY86QOPPrYVGvF9ch6wz,Hybrid Theory,NA,2000-10-24,12,3.066666666666667,150.184,0.524,0.939,-3.994,1,0.113,0.00022,0,0.623,0.661,4,0.92,0.45211,184.86667,0.817,0.358,0.356,92.57458454545456,0.39911859307359315,0.3407943722943721,462,92.67436442640694,0.19955932900432904,0.34079437229437265,924,91.67312051724139,1.5803572413793103,0.582551724137931,116
